time[s]  vel_hum[rad/s]  vel_adm[rad/s]  vel_motor[rad/s]  SetPt[mA]  I_m[mA]  T_Sea[N.m]
3.987228  0.000  0.000  0.000  0.000     -2  0.000
3.988228  0.000  0.000  0.000  0.000     -2  0.000
3.989228  0.000  0.000  0.000  0.000     -2  0.000
3.990228  0.000  0.000  0.000  0.000     -2  0.000
3.991228  0.000  0.000  0.000  0.000     -2  0.000
3.992228  0.000  0.000  0.000  0.000     -2  0.000
3.993228  0.000  0.000  0.000  0.000     -2  0.000
3.994228  0.000  0.000  0.000  0.000     -2  0.000
3.995228  0.000  0.000  0.000  0.000     -2  0.000
3.996228  0.000  0.000  0.000  0.000     -2  0.000
3.997228  0.000  0.000  0.000  0.000     -2  0.000
3.998228  0.000  0.000  0.000  0.000     -2  0.000
3.999228  0.000  0.000  0.000  0.000      1  0.000
4.000228  0.000  0.000  0.000  0.000      1  0.000
4.001228  0.000  0.000  0.000  0.000      1  0.000
4.002228  0.000  0.000  0.000  0.000      1  0.000
4.003229  0.000  0.000  0.000  0.000      1  0.000
4.004229  0.000  0.000  0.000  0.000      1  0.000
4.005229  0.000  0.000  0.000  0.000      0  0.000
4.006229  0.000  0.000  0.000  0.000      0  0.000
4.007229  0.000  0.000  0.000  0.000      0  0.000
4.008229  0.000  0.000  0.000  0.000      0  0.000
4.009229  0.000  0.000  0.000  0.000      0  0.000
4.010229  0.000  0.000  0.000  0.000     -1  0.000
4.011229  0.000  0.000  0.000  0.000     -1  0.000
4.012229  0.000  0.000  0.000  0.000     -1  0.000
4.013229  0.000  0.000  0.000  0.000     -1  0.000
4.014229  0.000  0.000  0.000  0.000     -1  0.000
4.015229  0.000  0.000  0.000  0.000     -1  0.000
4.016229  0.000  0.000  0.000  0.000     -1  0.000
4.017229  0.000  0.000  0.000  0.000     -1  0.000
4.018229  0.000  0.000  0.000  0.000     -1  0.000
4.019229  0.000  0.000  0.000  0.000     -1  0.000
4.020229  0.000  0.000  0.000  0.000     -1  0.000
4.021230  0.000  0.000  0.000  0.000     -1  0.000
4.022230  0.000  0.000  0.000  0.000     -1  0.000
4.023230  0.000  0.000  0.000  0.000     -1  0.000
4.024230  0.000  0.000  0.000  0.000     -1  0.000
4.025230  0.000  0.000  0.000  0.000     -1  0.000
4.026230  0.000  0.000  0.000  0.000     -1  0.000
4.027230  0.000  0.000  0.000  0.000     -1  0.000
4.028230  0.000  0.000  0.000  0.000     -1  0.000
4.029230  0.000  0.000  0.000  0.000     -1  0.000
4.030230  0.000  0.000  0.000  0.000     -1  0.000
4.031230  0.000  0.000  0.000  0.000     -1  0.000
4.032230  0.000  0.000  0.000  0.000     -1  0.000
4.033230  0.000  0.000  0.000  0.000     -1  0.000
4.034230  0.000  0.000  0.000  0.000     -1  0.000
4.035230  0.000  0.000  0.000  0.000     -1  0.000
4.036230  0.000  0.000  0.000  0.000     -1  0.000
4.037230  0.000  0.000  0.000  0.000     -1  0.000
4.038231  0.000  0.000  0.000  0.000     -2  0.000
4.039231  0.000  0.000  0.000  0.000     -2  0.000
4.040231  0.000  0.000  0.000  0.000     -2  0.000
4.041231  0.000  0.000  0.000  0.000     -2  0.000
4.042231  0.000  0.000  0.000  0.000     -2  0.000
4.043231  0.000  0.000  0.000  0.000      0  0.000
4.044231  0.000  0.000  0.000  0.000      0  0.000
4.045231  0.000  0.000  0.000  0.000      0  0.000
4.046231  0.000  0.000  0.000  0.000      0  0.000
4.047231  0.000  0.000  0.000  0.000      0  0.000
4.048231  0.000  0.000  0.000  0.000      0  0.000
4.049231  0.000  0.000  0.000  0.000     -1  0.000
4.050231  0.000  0.000  0.000  0.000     -1  0.000
4.051231  0.000  0.000  0.000  0.000     -1  0.000
4.052231  0.000  0.000  0.000  0.000     -1  0.000
4.053231  0.000  0.000  0.000  0.000     -1  0.000
4.054231  0.000  0.000  0.000  0.000     -1  0.000
4.055231  0.000  0.000  0.000  0.000     -1  0.000
4.056232  0.000  0.000  0.000  0.000     -1  0.000
4.057232  0.000  0.000  0.000  0.000     -1  0.000
4.058232  0.000  0.000  0.000  0.000     -1  0.000
4.059232  0.000  0.000  0.000  0.000     -1  0.000
4.060232  0.000  0.000  0.000  0.000      0  0.000
4.061232  0.000  0.000  0.000  0.000      0  0.000
4.062232  0.000  0.000  0.000  0.000      0  0.000
4.063232  0.000  0.000  0.000  0.000      0  0.000
4.064232  0.000  0.000  0.000  0.000      0  0.000
4.065232  0.000  0.000  0.000  0.000      0  0.000
4.066232  0.000  0.000  0.000  0.000      0  0.000
4.067232  0.000  0.000  0.000  0.000      0  0.000
4.068232  0.000  0.000  0.000  0.000      0  0.000
4.069232  0.000  0.000  0.000  0.000      0  0.000
4.070232  0.000  0.000  0.000  0.000      0  0.000
4.071232  0.000  0.000  0.000  0.000     -1  0.000
4.072232  0.000  0.000  0.000  0.000     -1  0.000
4.073233  0.000  0.000  0.000  0.000     -1  0.000
4.074233  0.000  0.000  0.000  0.000     -1  0.000
4.075233  0.000  0.000  0.000  0.000     -1  0.000
4.076233  0.000  0.000  0.000  0.000     -1  0.000
4.077233  0.000  0.000  0.000  0.000     -1  0.000
4.078233  0.000  0.000  0.000  0.000     -1  0.000
4.079233  0.000  0.000  0.000  0.000     -1  0.000
4.080233  0.000  0.000  0.000  0.000     -1  0.000
4.081233  0.000  0.000  0.000  0.000     -1  0.000
4.082233  0.000  0.000  0.000  0.000     -1  0.000
4.083233  0.000  0.000  0.000  0.000     -1  0.000
4.084233  0.000  0.000  0.000  0.000     -1  0.000
4.085233  0.000  0.000  0.000  0.000     -1  0.000
4.086233  0.000  0.000  0.000  0.000     -1  0.000
4.087233  0.000  0.000  0.000  0.000      0  0.000
4.088233  0.000  0.000  0.000  0.000      0  0.000
4.089233  0.000  0.000  0.000  0.000      0  0.000
4.090233  0.000  0.000  0.000  0.000      0  0.000
4.091234  0.000  0.000  0.000  0.000      0  0.000
4.092234  0.000  0.000  0.000  0.000      0  0.000
4.093234  0.000  0.000  0.000  0.000      0  0.000
4.094234  0.000  0.000  0.000  0.000      0  0.000
4.095234  0.000  0.000  0.000  0.000      0  0.000
4.096234  0.000  0.000  0.000  0.000      0  0.000
4.097234  0.000  0.000  0.000  0.000      0  0.000
4.098234  0.000  0.000  0.000  0.000     -1  0.000
4.099234  0.000  0.000  0.000  0.000     -1  0.000
4.100234  0.000  0.000  0.000  0.000     -1  0.000
4.101234  0.000  0.000  0.000  0.000     -1  0.000
4.102234  0.000  0.000  0.000  0.000     -1  0.000
4.103234  0.000  0.000  0.000  0.000     -1  0.000
4.104234  0.000  0.000  0.000  0.000      0  0.000
4.105234  0.000  0.000  0.000  0.000      0  0.000
4.106234  0.000  0.000  0.000  0.000      0  0.000
4.107234  0.000  0.000  0.000  0.000      0  0.000
4.108235  0.000  0.000  0.000  0.000      0  0.000
4.109235  0.000  0.000  0.000  0.000     -1  0.000
4.110235  0.000  0.000  0.000  0.000     -1  0.000
4.111235  0.000  0.000  0.000  0.000     -1  0.000
4.112235  0.000  0.000  0.000  0.000     -1  0.000
4.113235  0.000  0.000  0.000  0.000     -1  0.000
4.114235  0.000  0.000  0.000  0.000     -1  0.000
4.115235  0.000  0.000  0.000  0.000      0  0.000
4.116235  0.000  0.000  0.000  0.000      0  0.000
4.117235  0.000  0.000  0.000  0.000      0  0.000
4.118235  0.000  0.000  0.000  0.000      0  0.000
4.119235  0.000  0.000  0.000  0.000      0  0.000
4.120235  0.000  0.000  0.000  0.000      0  0.000
4.121235  0.000  0.000  0.000  0.000      0  0.000
4.122235  0.000  0.000  0.000  0.000      0  0.000
4.123235  0.000  0.000  0.000  0.000      0  0.000
4.124235  0.000  0.000  0.000  0.000      0  0.000
4.125236  0.000  0.000  0.000  0.000      0  0.000
4.126236  0.000  0.000  0.000  0.000     -1  0.000
4.127236  0.000  0.000  0.000  0.000     -1  0.000
4.128236  0.000  0.000  0.000  0.000     -1  0.000
4.129236  0.000  0.000  0.000  0.000     -1  0.000
4.130236  0.000  0.000  0.000  0.000     -1  0.000
4.131236  0.000  0.000  0.000  0.000      0  0.000
4.132236  0.000  0.000  0.000  0.000      0  0.000
4.133236  0.000  0.000  0.000  0.000      0  0.000
4.134236  0.000  0.000  0.000  0.000      0  0.000
4.135236  0.000  0.000  0.000  0.000      0  0.000
4.136236  0.000  0.000  0.000  0.000      0  0.000
4.137236  0.000  0.000  0.000  0.000     -1  0.000
4.138236  0.000  0.000  0.000  0.000     -1  0.000
4.139236  0.000  0.000  0.000  0.000     -1  0.000
4.140236  0.000  0.000  0.000  0.000     -1  0.000
4.141236  0.000  0.000  0.000  0.000     -1  0.000
4.142236  0.000  0.000  0.000  0.000     -1  0.000
4.143237  0.000  0.000  0.000  0.000     -1  0.000
4.144237  0.000  0.000  0.000  0.000     -1  0.000
4.145237  0.000  0.000  0.000  0.000     -1  0.000
4.146237  0.000  0.000  0.000  0.000     -1  0.000
4.147237  0.000  0.000  0.000  0.000     -1  0.000
4.148237  0.000  0.000  0.000  0.000     -1  0.000
4.149237  0.000  0.000  0.000  0.000     -1  0.000
4.150237  0.000  0.000  0.000  0.000     -1  0.000
4.151237  0.000  0.000  0.000  0.000     -1  0.000
4.152237  0.000  0.000  0.000  0.000     -1  0.000
4.153237  0.000  0.000  0.000  0.000      0  0.000
4.154237  0.000  0.000  0.000  0.000      0  0.000
4.155237  0.000  0.000  0.000  0.000      0  0.000
4.156237  0.000  0.000  0.000  0.000      0  0.000
4.157237  0.000  0.000  0.000  0.000      0  0.000
4.158237  0.000  0.000  0.000  0.000      0  0.000
4.159237  0.000  0.000  0.000  0.000     -1  0.000
4.160238  0.000  0.000  0.000  0.000     -1  0.000
4.161238  0.000  0.000  0.000  0.000     -1  0.000
4.162238  0.000  0.000  0.000  0.000     -1  0.000
4.163238  0.000  0.000  0.000  0.000     -1  0.000
4.164238  0.000  0.000  0.000  0.000     -1  0.000
4.165238  0.000  0.000  0.000  0.000     -1  0.000
4.166238  0.000  0.000  0.000  0.000     -1  0.000
4.167238  0.000  0.000  0.000  0.000     -1  0.000
4.168238  0.000  0.000  0.000  0.000     -1  0.000
4.169238  0.000  0.000  0.000  0.000     -1  0.000
4.170238  0.000  0.000  0.000  0.000     -1  0.000
4.171238  0.000  0.000  0.000  0.000     -1  0.000
4.172238  0.000  0.000  0.000  0.000     -1  0.000
4.173238  0.000  0.000  0.000  0.000     -1  0.000
4.174238  0.000  0.000  0.000  0.000     -1  0.000
4.175238  0.000  0.000  0.000  0.000     -1  0.000
4.176238  0.000  0.000  0.000  0.000     -1  0.000
4.177238  0.000  0.000  0.000  0.000     -1  0.000
4.178239  0.000  0.000  0.000  0.000     -1  0.000
4.179239  0.000  0.000  0.000  0.000     -1  0.000
4.180239  0.000  0.000  0.000  0.000     -1  0.000
4.181239  0.000  0.000  0.000  0.000     -1  0.000
4.182239  0.000  0.000  0.000  0.000     -1  0.000
4.183239  0.000  0.000  0.000  0.000     -1  0.000
4.184239  0.000  0.000  0.000  0.000     -1  0.000
4.185239  0.000  0.000  0.000  0.000     -1  0.000
4.186239  0.000  0.000  0.000  0.000     -2  0.000
4.187239  0.000  0.000  0.000  0.000     -2  0.000
4.188239  0.000  0.000  0.000  0.000     -2  0.000
4.189239  0.000  0.000  0.000  0.000     -2  0.000
4.190239  0.000  0.000  0.000  0.000     -2  0.000
4.191239  0.000  0.000  0.000  0.000     -2  0.000
4.192239  0.000  0.000  0.000  0.000     -1  0.000
4.193239  0.000  0.000  0.000  0.000     -1  0.000
4.194239  0.000  0.000  0.000  0.000     -1  0.000
4.195240  0.000  0.000  0.000  0.000     -1  0.000
4.196240  0.000  0.000  0.000  0.000     -1  0.000
4.197240  0.000  0.000  0.000  0.000     -1  0.000
4.198240  0.000  0.000  0.000  0.000     -1  0.000
4.199240  0.000  0.000  0.000  0.000     -1  0.000
4.200240  0.000  0.000  0.000  0.000     -1  0.000
4.201240  0.000  0.000  0.000  0.000     -1  0.000
4.202240  0.000  0.000  0.000  0.000     -1  0.000
4.203240  0.000  0.000  0.000  0.000     -1  0.000
4.204240  0.000  0.000  0.000  0.000     -1  0.000
4.205240  0.000  0.000  0.000  0.000     -1  0.000
4.206240  0.000  0.000  0.000  0.000     -1  0.000
4.207240  0.000  0.000  0.000  0.000     -1  0.000
4.208240  0.000  0.000  0.000  0.000      0  0.000
4.209240  0.000  0.000  0.000  0.000      0  0.000
4.210240  0.000  0.000  0.000  0.000      0  0.000
4.211240  0.000  0.000  0.000  0.000      0  0.000
4.212240  0.000  0.000  0.000  0.000      0  0.000
4.213241  0.000  0.000  0.000  0.000      0  0.000
4.214241  0.000  0.000  0.000  0.000     -1  0.000
4.215241  0.000  0.000  0.000  0.000     -1  0.000
4.216241  0.000  0.000  0.000  0.000     -1  0.000
4.217241  0.000  0.000  0.000  0.000     -1  0.000
4.218241  0.000  0.000  0.000  0.000     -1  0.000
4.219241  0.000  0.000  0.000  0.000     -1  0.000
4.220241  0.000  0.000  0.000  0.000     -1  0.000
4.221241  0.000  0.000  0.000  0.000     -1  0.000
4.222241  0.000  0.000  0.000  0.000     -1  0.000
4.223241  0.000  0.000  0.000  0.000     -1  0.000
4.224241  0.000  0.000  0.000  0.000     -1  0.000
4.225241  0.000  0.000  0.000  0.000      0  0.000
4.226241  0.000  0.000  0.000  0.000      0  0.000
4.227241  0.000  0.000  0.000  0.000      0  0.000
4.228241  0.000  0.000  0.000  0.000      0  0.000
4.229241  0.000  0.000  0.000  0.000      0  0.000
4.230242  0.000  0.000  0.000  0.000     -1  0.000
4.231242  0.000  0.000  0.000  0.000     -1  0.000
4.232242  0.000  0.000  0.000  0.000     -1  0.000
4.233242  0.000  0.000  0.000  0.000     -1  0.000
4.234242  0.000  0.000  0.000  0.000     -1  0.000
4.235242  0.000  0.000  0.000  0.000     -1  0.000
4.236242  0.000  0.000  0.000  0.000      0  0.000
4.237242  0.000  0.000  0.000  0.000      0  0.000
4.238242  0.000  0.000  0.000  0.000      0  0.000
4.239242  0.000  0.000  0.000  0.000      0  0.000
4.240242  0.000  0.000  0.000  0.000      0  0.000
4.241242  0.000  0.000  0.000  0.000      0  0.000
4.242242  0.000  0.000  0.000  0.000      0  0.000
4.243242  0.000  0.000  0.000  0.000      0  0.000
4.244242  0.000  0.000  0.000  0.000      0  0.000
4.245242  0.000  0.000  0.000  0.000      0  0.000
4.246242  0.000  0.000  0.000  0.000      0  0.000
4.247242  0.000  0.000  0.000  0.000     -2  0.000
4.248243  0.000  0.000  0.000  0.000     -2  0.000
4.249243  0.000  0.000  0.000  0.000     -2  0.000
4.250243  0.000  0.000  0.000  0.000     -2  0.000
4.251243  0.000  0.000  0.000  0.000     -2  0.000
4.252243  0.000  0.000  0.000  0.000     -2  0.000
4.253243  0.000  0.000  0.000  0.000     -2  0.000
4.254243  0.000  0.000  0.000  0.000     -2  0.000
4.255243  0.000  0.000  0.000  0.000     -2  0.000
4.256243  0.000  0.000  0.000  0.000     -2  0.000
4.257243  0.000  0.000  0.000  0.000     -2  0.000
4.258243  0.000  0.000  0.000  0.000      0  0.000
4.259243  0.000  0.000  0.000  0.000      0  0.000
4.260243  0.000  0.000  0.000  0.000      0  0.000
4.261243  0.000  0.000  0.000  0.000      0  0.000
4.262243  0.000  0.000  0.000  0.000      0  0.000
4.263243  0.000  0.000  0.000  0.000     -1  0.000
4.264243  0.000  0.000  0.000  0.000     -1  0.000
4.265244  0.000  0.000  0.000  0.000     -1  0.000
4.266244  0.000  0.000  0.000  0.000     -1  0.000
4.267244  0.000  0.000  0.000  0.000     -1  0.000
4.268244  0.000  0.000  0.000  0.000     -1  0.000
4.269244  0.000  0.000  0.000  0.000     -2  0.000
4.270244  0.000  0.000  0.000  0.000     -2  0.000
4.271244  0.000  0.000  0.000  0.000     -2  0.000
4.272244  0.000  0.000  0.000  0.000     -2  0.000
4.273244  0.000  0.000  0.000  0.000     -2  0.000
4.274244  0.000  0.000  0.000  0.000     -1  0.000
4.275244  0.000  0.000  0.000  0.000     -1  0.000
4.276244  0.000  0.000  0.000  0.000     -1  0.000
4.277244  0.000  0.000  0.000  0.000     -1  0.000
4.278244  0.000  0.000  0.000  0.000     -1  0.000
4.279244  0.000  0.000  0.000  0.000     -1  0.000
4.280244  0.000  0.000  0.000  0.000     -2  0.000
4.281244  0.000  0.000  0.000  0.000     -2  0.000
4.282244  0.000  0.000  0.000  0.000     -2  0.000
4.283245  0.000  0.000  0.000  0.000     -2  0.000
4.284245  0.000  0.000  0.000  0.000     -2  0.000
4.285245  0.000  0.000  0.000  0.000      0  0.000
4.286245  0.000  0.000  0.000  0.000      0  0.000
4.287245  0.000  0.000  0.000  0.000      0  0.000
4.288245  0.000  0.000  0.000  0.000      0  0.000
4.289245  0.000  0.000  0.000  0.000      0  0.000
4.290245  0.000  0.000  0.000  0.000      0  0.000
4.291245  0.000  0.000  0.000  0.000     -1  0.000
4.292245  0.000  0.000  0.000  0.000     -1  0.000
4.293245  0.000  0.000  0.000  0.000     -1  0.000
4.294245  0.000  0.000  0.000  0.000     -1  0.000
4.295245  0.000  0.000  0.000  0.000     -1  0.000
4.296245  0.000  0.000  0.000  0.000      0  0.000
4.297245  0.000  0.000  0.000  0.000      0  0.000
4.298245  0.000  0.000  0.000  0.000      0  0.000
4.299245  0.000  0.000  0.000  0.000      0  0.000
4.300246  0.000  0.000  0.000  0.000      0  0.000
4.301246  0.000  0.000  0.000  0.000      0  0.000
4.302246  0.000  0.000  0.000  0.000      0  0.000
4.303246  0.000  0.000  0.000  0.000      0  0.000
4.304246  0.000  0.000  0.000  0.000      0  0.000
4.305246  0.000  0.000  0.000  0.000      0  0.000
4.306246  0.000  0.000  0.000  0.000      0  0.000
4.307246  0.000  0.000  0.000  0.000      0  0.000
4.308246  0.000  0.000  0.000  0.000      0  0.000
4.309246  0.000  0.000  0.000  0.000      0  0.000
4.310246  0.000  0.000  0.000  0.000      0  0.000
4.311246  0.000  0.000  0.000  0.000      0  0.000
4.312246  0.000  0.000  0.000  0.000      0  0.000
4.313246  0.000  0.000  0.000  0.000      0  0.000
4.314246  0.000  0.000  0.000  0.000      0  0.000
4.315246  0.000  0.000  0.000  0.000      0  0.000
4.316246  0.000  0.000  0.000  0.000      0  0.000
4.317246  0.000  0.000  0.000  0.000      0  0.000
4.318247  0.000  0.000  0.000  0.000      1  0.000
4.319247  0.000  0.000  0.000  0.000      1  0.000
4.320247  0.000  0.000  0.000  0.000      1  0.000
4.321247  0.000  0.000  0.000  0.000      1  0.000
4.322247  0.000  0.000  0.000  0.000      1  0.000
4.323247  0.000  0.000  0.000  0.000      1  0.000
4.324247  0.000  0.000  0.000  0.000      0  0.000
4.325247  0.000  0.000  0.000  0.000      0  0.000
4.326247  0.000  0.000  0.000  0.000      0  0.000
4.327247  0.000  0.000  0.000  0.000      0  0.000
4.328247  0.000  0.000  0.000  0.000      0  0.000
4.329247  0.000  0.000  0.000  0.000     -2  0.000
4.330247  0.000  0.000  0.000  0.000     -2  0.000
4.331247  0.000  0.000  0.000  0.000     -2  0.000
4.332247  0.000  0.000  0.000  0.000     -2  0.000
4.333247  0.000  0.000  0.000  0.000     -2  0.000
4.334247  0.000  0.000  0.000  0.000     -2  0.000
4.335248  0.000  0.000  0.000  0.000      0  0.000
4.336248  0.000  0.000  0.000  0.000      0  0.000
4.337248  0.000  0.000  0.000  0.000      0  0.000
4.338248  0.000  0.000  0.000  0.000      0  0.000
4.339248  0.000  0.000  0.000  0.000      0  0.000
4.340248  0.000  0.000  0.000  0.000     -1  0.000
4.341248  0.000  0.000  0.000  0.000     -1  0.000
4.342248  0.000  0.000  0.000  0.000     -1  0.000
4.343248  0.000  0.000  0.000  0.000     -1  0.000
4.344248  0.000  0.000  0.000  0.000     -1  0.000
4.345248  0.000  0.000  0.000  0.000     -1  0.000
4.346248  0.000  0.000  0.000  0.000      1  0.000
4.347248  0.000  0.000  0.000  0.000      1  0.000
4.348248  0.000  0.000  0.000  0.000      1  0.000
4.349248  0.000  0.000  0.000  0.000      1  0.000
4.350248  0.000  0.000  0.000  0.000      1  0.000
4.351248  0.000  0.000  0.000  0.000      2  0.000
4.352248  0.000  0.000  0.000  0.000      2  0.000
4.353249  0.000  0.000  0.000  0.000      2  0.000
4.354249  0.000  0.000  0.000  0.000      2  0.000
4.355249  0.000  0.000  0.000  0.000      2  0.000
4.356249  0.000  0.000  0.000  0.000      2  0.000
4.357249  0.000  0.000  0.000  0.000      1  0.000
4.358249  0.000  0.000  0.000  0.000      1  0.000
4.359249  0.000  0.000  0.000  0.000      1  0.000
4.360249  0.000  0.000  0.000  0.000      1  0.000
4.361249  0.000  0.000  0.000  0.000      1  0.000
4.362249  0.000  0.000  0.000  0.000      0  0.000
4.363249  0.000  0.000  0.000  0.000      0  0.000
4.364249  0.000  0.000  0.000  0.000      0  0.000
4.365249  0.000  0.000  0.000  0.000      0  0.000
4.366249  0.000  0.000  0.000  0.000      0  0.000
4.367249  0.000  0.000  0.000  0.000      0  0.000
4.368249  0.000  0.000  0.000  0.000     -1  0.000
4.369249  0.000  0.000  0.000  0.000     -1  0.000
4.370250  0.000  0.000  0.000  0.000     -1  0.000
4.371250  0.000  0.000  0.000  0.000     -1  0.000
4.372250  0.000  0.000  0.000  0.000     -1  0.000
4.373250  0.000  0.000  0.000  0.000     -2  0.000
4.374250  0.000  0.000  0.000  0.000     -2  0.000
4.375250  0.000  0.000  0.000  0.000     -2  0.000
4.376250  0.000  0.000  0.000  0.000     -2  0.000
4.377250  0.000  0.000  0.000  0.000     -2  0.000
4.378250  0.000  0.000  0.000  0.000     -2  0.000
4.379250  0.000  0.000  0.000  0.000     -1  0.000
4.380250  0.000  0.000  0.000  0.000     -1  0.000
4.381250  0.000  0.000  0.000  0.000     -1  0.000
4.382250  0.000  0.000  0.000  0.000     -1  0.000
4.383250  0.000  0.000  0.000  0.000     -1  0.000
4.384250  0.000  0.000  0.000  0.000     -1  0.000
4.385250  0.000  0.000  0.000  0.000     -1  0.000
4.386250  0.000  0.000  0.000  0.000     -1  0.000
4.387250  0.000  0.000  0.000  0.000     -1  0.000
4.388251  0.000  0.000  0.000  0.000     -1  0.000
4.389251  0.000  0.000  0.000  0.000     -1  0.000
4.390251  0.000  0.000  0.000  0.000     -1  0.000
4.391251  0.000  0.000  0.000  0.000     -1  0.000
4.392251  0.000  0.000  0.000  0.000     -1  0.000
4.393251  0.000  0.000  0.000  0.000     -1  0.000
4.394251  0.000  0.000  0.000  0.000     -1  0.000
4.395251  0.000  0.000  0.000  0.000      0  0.000
4.396251  0.000  0.000  0.000  0.000      0  0.000
4.397251  0.000  0.000  0.000  0.000      0  0.000
4.398251  0.000  0.000  0.000  0.000      0  0.000
4.399251  0.000  0.000  0.000  0.000      0  0.000
4.400251  0.000  0.000  0.000  0.000      0  0.000
4.401251  0.000  0.000  0.000  0.000      0  0.000
4.402251  0.000  0.000  0.000  0.000      0  0.000
4.403251  0.000  0.000  0.000  0.000      0  0.000
4.404251  0.000  0.000  0.000  0.000      0  0.000
4.405252  0.000  0.000  0.000  0.000      0  0.000
4.406252  0.000  0.000  0.000  0.000     -1  0.000
4.407252  0.000  0.000  0.000  0.000     -1  0.000
4.408252  0.000  0.000  0.000  0.000     -1  0.000
4.409252  0.000  0.000  0.000  0.000     -1  0.000
4.410252  0.000  0.000  0.000  0.000     -1  0.000
4.411252  0.000  0.000  0.000  0.000     -1  0.000
4.412252  0.000  0.000  0.000  0.000      0  0.000
4.413252  0.000  0.000  0.000  0.000      0  0.000
4.414252  0.000  0.000  0.000  0.000      0  0.000
4.415252  0.000  0.000  0.000  0.000      0  0.000
4.416252  0.000  0.000  0.000  0.000      0  0.000
4.417252  0.000  0.000  0.000  0.000      0  0.000
4.418252  0.000  0.000  0.000  0.000      0  0.000
4.419252  0.000  0.000  0.000  0.000      0  0.000
4.420252  0.000  0.000  0.000  0.000      0  0.000
4.421252  0.000  0.000  0.000  0.000      0  0.000
4.422252  0.000  0.000  0.000  0.000      0  0.000
4.423253  0.000  0.000  0.000  0.000      0  0.000
4.424253  0.000  0.000  0.000  0.000      0  0.000
4.425253  0.000  0.000  0.000  0.000      0  0.000
4.426253  0.000  0.000  0.000  0.000      0  0.000
4.427253  0.000  0.000  0.000  0.000      0  0.000
4.428253  0.000  0.000  0.000  0.000     -1  0.000
4.429253  0.000  0.000  0.000  0.000     -1  0.000
4.430253  0.000  0.000  0.000  0.000     -1  0.000
4.431253  0.000  0.000  0.000  0.000     -1  0.000
4.432253  0.000  0.000  0.000  0.000     -1  0.000
4.433253  0.000  0.000  0.000  0.000     -1  0.000
4.434253  0.000  0.000  0.000  0.000     -1  0.000
4.435253  0.000  0.000  0.000  0.000     -1  0.000
4.436253  0.000  0.000  0.000  0.000     -1  0.000
4.437253  0.000  0.000  0.000  0.000     -1  0.000
4.438253  0.000  0.000  0.000  0.000     -1  0.000
4.439253  0.000  0.000  0.000  0.000      1  0.000
4.440254  0.000  0.000  0.000  0.000      1  0.000
4.441254  0.000  0.000  0.000  0.000      1  0.000
4.442254  0.000  0.000  0.000  0.000      1  0.000
4.443254  0.000  0.000  0.000  0.000      1  0.000
4.444254  0.000  0.000  0.000  0.000      1  0.000
4.445254  0.000  0.000  0.000  0.000      1  0.000
4.446254  0.000  0.000  0.000  0.000      1  0.000
4.447254  0.000  0.000  0.000  0.000      1  0.000
4.448254  0.000  0.000  0.000  0.000      1  0.000
4.449254  0.000  0.000  0.000  0.000      1  0.000
4.450254  0.000  0.000  0.000  0.000      1  0.000
4.451254  0.000  0.000  0.000  0.000      1  0.000
4.452254  0.000  0.000  0.000  0.000      1  0.000
4.453254  0.000  0.000  0.000  0.000      1  0.000
4.454254  0.000  0.000  0.000  0.000      1  0.000
4.455254  0.000  0.000  0.000  0.000      1  0.000
4.456254  0.000  0.000  0.000  0.000      1  0.000
4.457254  0.000  0.000  0.000  0.000      1  0.000
4.458255  0.000  0.000  0.000  0.000      1  0.000
4.459255  0.000  0.000  0.000  0.000      1  0.000
4.460255  0.000  0.000  0.000  0.000      1  0.000
4.461255  0.000  0.000  0.000  0.000      0  0.000
4.462255  0.000  0.000  0.000  0.000      0  0.000
4.463255  0.000  0.000  0.000  0.000      0  0.000
4.464255  0.000  0.000  0.000  0.000      0  0.000
4.465255  0.000  0.000  0.000  0.000      0  0.000
4.466255  0.000  0.000  0.000  0.000      0  0.000
4.467255  0.000  0.000  0.000  0.000     -1  0.000
4.468255  0.000  0.000  0.000  0.000     -1  0.000
4.469255  0.000  0.000  0.000  0.000     -1  0.000
4.470255  0.000  0.000  0.000  0.000     -1  0.000
4.471255  0.000  0.000  0.000  0.000     -1  0.000
4.472255  0.000  0.000  0.000  0.000     -1  0.000
4.473255  0.000  0.000  0.000  0.000     -1  0.000
4.474255  0.000  0.000  0.000  0.000     -1  0.000
4.475256  0.000  0.000  0.000  0.000     -1  0.000
4.476256  0.000  0.000  0.000  0.000     -1  0.000
4.477256  0.000  0.000  0.000  0.000     -1  0.000
4.478256  0.000  0.000  0.000  0.000     -2  0.000
4.479256  0.000  0.000  0.000  0.000     -2  0.000
4.480256  0.000  0.000  0.000  0.000     -2  0.000
4.481256  0.000  0.000  0.000  0.000     -2  0.000
4.482256  0.000  0.000  0.000  0.000     -2  0.000
4.483256  0.000  0.000  0.000  0.000     -1  0.000
4.484256  0.000  0.000  0.000  0.000     -1  0.000
4.485256  0.000  0.000  0.000  0.000     -1  0.000
4.486256  0.000  0.000  0.000  0.000     -1  0.000
4.487256  0.000  0.000  0.000  0.000     -1  0.000
4.488256  0.000  0.000  0.000  0.000     -1  0.000
4.489256  0.000  0.000  0.000  0.000     -2  0.000
4.490256  0.000  0.000  0.000  0.000     -2  0.000
4.491256  0.000  0.000  0.000  0.000     -2  0.000
